id,name,homepage_url,repo_url,category,subcategory
tensorrtinferenceserver,TensorRT Inference Server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,Model,Inference
utensor,uTensor,https://github.com/uTensor/uTensor,https://github.com/uTensor/uTensor,Model,Inference
fate,FATE,https://www.fedai.org/,https://github.com/FederatedAI/FATE,Model,Federated Learning
openfl,OpenFL,https://openfl.readthedocs.io/en/latest,https://github.com/intel/openfl,Model,Federated Learning
pysyft,PySyft,https://blog.openmined.org/tag/pysyft/,https://github.com/OpenMined/PySyft,Model,Federated Learning
substra,Substra,https://github.com/Substra/substra,https://github.com/Substra/substra,Model,Federated Learning
tensorflowfederated,TensorFlow Federated,https://www.tensorflow.org/federated,https://github.com/tensorflow/federated,Model,Federated Learning
deepspeed,DeepSpeed,https://www.deepspeed.ai/,https://github.com/microsoft/DeepSpeed,Model,Training
embeddedlearninglibrary,Embedded Learning Library,https://microsoft.github.io/ELL/,https://github.com/Microsoft/ELL,Model,Training
horovod,Horovod,https://horovod.ai/,https://github.com/horovod/horovod,Model,Training
ludwig,Ludwig,https://ludwig-ai.github.io/ludwig-docs/,https://github.com/ludwig-ai/ludwig,Model,Training
petastorm,Petastorm,https://eng.uber.com/petastorm/,https://github.com/uber/petastorm,Model,Training
torchrec,TorchRec,https://pytorch.org/torchrec/,https://github.com/pytorch/torchrec,Model,Training
hyperopt,HyperOpt,https://hyperopt.github.io/hyperopt/,https://github.com/hyperopt/hyperopt,Model,Parameter
katib,Katib,https://github.com/kubeflow/katib,https://github.com/kubeflow/katib,Model,Parameter
talos,talos,https://github.com/autonomio/talos,https://github.com/autonomio/talos,Model,Parameter
neuropod,Neuropod,https://neuropod.ai/docs/stable,https://github.com/uber/neuropod,Model,Format & Interface
onnx,ONNX,https://onnx.ai/,https://github.com/onnx/onnx,Model,Format & Interface
acumos,Acumos,https://www.acumos.org/,https://github.com/acumos/documentation,Model,Marketplace
machinelearningexchange,Machine Learning eXchange,https://www.ml-exchange.org/,https://github.com/machine-learning-exchange/mlx,Model,Marketplace
modelassetexchange(max),Model Asset eXchange (MAX),https://developer.ibm.com,https://github.com/IBM/MAX-Base,Model,Marketplace
claimed,CLAIMED,https://github.com/claimed-framework/,https://github.com/claimed-framework/component-library,Model,Workflow
apacheairflow,Apache Airflow,https://airflow.apache.org/,https://github.com/apache/airflow,Model,Workflow
apachenifi,Apache Nifi,https://nifi.apache.org,https://github.com/apache/nifi,Model,Workflow
argo,Argo,https://argoproj.github.io/,https://github.com/argoproj/argo-workflows,Model,Workflow
azkaban,Azkaban,https://azkaban.github.io,https://github.com/azkaban/azkaban,Model,Workflow
bentoml,BentoML,https://www.bentoml.com,https://github.com/bentoml/BentoML,Model,Workflow
cadence,Cadence,https://cadenceworkflow.io/,https://github.com/uber/cadence,Model,Workflow
couler,Couler,https://github.com/couler-proj/couler,https://github.com/couler-proj/couler,Model,Workflow
cyclone,Cyclone,https://github.com/caicloud/cyclone,https://github.com/caicloud/cyclone,Model,Workflow
d6tflow,d6tflow,https://d6tflow.readthedocs.io/en/latest,https://github.com/d6t/d6tflow,Model,Workflow
flyte,Flyte,https://flyte.org,https://github.com/flyteorg/flyte,Model,Workflow
kedro,Kedro,https://kedro.org/,https://github.com/kedro-org/kedro,Model,Workflow
kestra,Kestra,https://kestra.io/,https://github.com/kestra-io/kestra,Model,Workflow
luigi,Luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Model,Workflow
mleap,mleap,https://mleap-docs.combust.ml,https://github.com/combust/mleap,Model,Workflow
orchest,Orchest,https://orchest.io/,https://github.com/orchest/orchest,Model,Workflow
prefect,Prefect,https://docs.prefect.io/,https://github.com/prefecthq/prefect,Model,Workflow
trains,TRAINS,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Model,Workflow
volcano,Volcano,https://github.com/volcano-sh/volcano,https://github.com/volcano-sh/volcano,Model,Workflow
dawnbench,DAWNBench,https://dawn.cs.stanford.edu/benchmark/,https://github.com/stanford-futuredata/dawn-bench-entries,Model,Benchmarking
mlperf,MLPerf,https://mlcommons.org/en,https://github.com/mlcommons/training,Model,Benchmarking
aimet,AIMET,https://github.com/quic/aimet,https://github.com/quic/aimet,Model,Tool
clipper,Clipper,https://auction.whois.ai,https://github.com/ucbrise/clipper,Model,Tool
dlrm,dlrm,https://github.com/facebookresearch/dlrm,https://github.com/facebookresearch/dlrm,Model,Tool
flagai,FlagAI,https://github.com/BAAI-Open/FlagAI,https://github.com/BAAI-Open/FlagAI,Model,Tool
flaml,FLAML,https://github.com/microsoft/FLAML,https://github.com/microsoft/FLAML,Model,Tool
mmdnn,MMdnn,https://github.com/Microsoft/MMdnn,https://github.com/Microsoft/MMdnn,Model,Tool
modelserverforapachemxnet,Model Server for Apache MXNet,https://github.com/awslabs/multi-model-server,https://github.com/awslabs/multi-model-server,Model,Tool
modeldb,ModelDB,https://github.com/VertaAI/modeldb,https://github.com/VertaAI/modeldb,Model,Tool
neo-ai,Neo-AI,https://github.com/neo-ai/neo-ai-dlr,https://github.com/neo-ai/neo-ai-dlr,Model,Tool
netron,Netron,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,Model,Tool
onnxruntime,ONNX Runtime,https://github.com/microsoft/onnxruntime,https://github.com/microsoft/onnxruntime,Model,Tool
pipeline.ai,Pipeline.ai,https://www.datascienceonaws.com,https://github.com/PipelineAI/pipeline,Model,Tool
studio.ml,studio.ml,https://www.studio.ml,https://github.com/studioml/studio,Model,Tool
tensorflowmodelanalysis,TensorFlow Model Analysis,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Model,Tool
torchserve,TorchServe,https://pytorch.org/serve/,https://github.com/pytorch/serve,Model,Tool
turicreate,Turi Create,https://github.com/apple/turicreate,https://github.com/apple/turicreate,Model,Tool
dask,Dask,https://docs.dask.org/en/latest/,https://github.com/dask/dask,Programming,Programming
infer.net,Infer.net,https://dotnet.github.io/infer/,https://github.com/dotnet/infer,Programming,Programming
julia,Julia,https://julialang.org/,https://github.com/JuliaLang/julia,Programming,Programming
kompute,Kompute,https://kompute.cc,https://github.com/KomputeProject/kompute,Programming,Programming
mars,MARS,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Programming,Programming
numba,Numba,https://numba.readthedocs.io/en/stable/index.html,https://github.com/numba/numba,Programming,Programming
numpy,NumPy,https://numpy.org/,https://github.com/numpy/numpy,Programming,Programming
nyoka,Nyoka,https://nyoka-pmml.github.io/nyoka/,https://github.com/SoftwareAG/nyoka,Programming,Programming
pomegranete,Pomegranete,https://pomegranate.readthedocs.io/en/latest/,https://github.com/jmschrei/pomegranate,Programming,Programming
pymc3,PyMC3,https://docs.pymc.io/en/v3,https://github.com/pymc-devs/pymc,Programming,Programming
pyro,Pyro,http://pyro.ai/,https://github.com/pyro-ppl/pyro,Programming,Programming
python,Python,https://www.python.org,https://github.com/python/cpython,Programming,Programming
rstudioide,RStudio IDE,https://www.rstudio.com,https://github.com/rstudio/rstudio,Programming,Programming
scipy,SciPy,https://www.scipy.org/,https://github.com/scipy/scipy,Programming,Programming
skiplanguage,SKIP Language,http://skiplang.com/,https://github.com/skiplang/skip,Programming,Programming
stan,Stan,https://mc-stan.org/,https://github.com/stan-dev/stan,Programming,Programming
apacheambari,Apache Ambari,https://ambari.apache.org/,https://github.com/apache/ambari,Distributed Computing,Computing & Management
apachebahir,Apache Bahir,https://bahir.apache.org,https://github.com/apache/bahir,Distributed Computing,Computing & Management
apachemesos,Apache Mesos,https://mesos.apache.org,https://github.com/apache/mesos,Distributed Computing,Computing & Management
apacheranger,Apache Ranger,https://ranger.apache.org,https://github.com/apache/ranger,Distributed Computing,Computing & Management
apachespark,Apache Spark,https://spark.apache.org,https://github.com/apache/spark,Distributed Computing,Computing & Management
apachestorm,Apache Storm,https://storm.apache.org,https://github.com/apache/storm,Distributed Computing,Computing & Management
elasticdeeplearning(edl),Elastic Deep Learning (EDL),https://elasticdeeplearning.ai/,https://github.com/elasticdeeplearning/edl,Distributed Computing,Computing & Management
genericneuralelasticsearch(gnes),Generic Neural Elastic Search (GNES),https://github.com/gnes-ai/gnes,https://github.com/gnes-ai/gnes,Distributed Computing,Computing & Management
genie,genie,https://netflix.github.io/genie,https://github.com/Netflix/genie,Distributed Computing,Computing & Management
graphscope,GraphScope,https://graphscope.io,https://github.com/alibaba/graphscope,Distributed Computing,Computing & Management
kubernetes,Kubernetes,https://kubernetes.io/,https://github.com/kubernetes/kubernetes,Distributed Computing,Computing & Management
nauta,Nauta,https://www.intel.com/content/www/us/en/artificial-intelligence/overview.html,https://github.com/IntelAI/Nauta,Distributed Computing,Computing & Management
openshift,OpenShift,https://www.redhat.com/en/technologies/cloud-computing/openshift,https://github.com/openshift/origin,Distributed Computing,Computing & Management
singularity,Singularity,https://sylabs.io/,https://github.com/apptainer/singularity,Distributed Computing,Computing & Management
soajs,SOAJS,https://www.soajs.org/,https://github.com/soajs/soajs,Distributed Computing,Computing & Management
apachetoree,Apache Toree,https://toree.apache.org,https://github.com/apache/incubator-toree,Distributed Computing,Interface
livy,Livy,https://livy.incubator.apache.org/,https://github.com/apache/incubator-livy,Distributed Computing,Interface
sparklyr,sparklyr,https://sparklyr.ai,https://github.com/sparklyr/sparklyr,Distributed Computing,Interface
aiexplainability360toolkit,AI Explainability 360 Toolkit,http://aix360.mybluemix.net,https://github.com/Trusted-AI/AIX360,Trusted & Responsible AI,Explainability
alibi,ALIBI,https://docs.seldon.io/projects/alibi/en/stable,https://github.com/SeldonIO/alibi,Trusted & Responsible AI,Explainability
eli5,ELI5,https://eli5.readthedocs.io/en/latest,https://github.com/TeamHG-Memex/eli5,Trusted & Responsible AI,Explainability
interpretml,InterpretML,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,Trusted & Responsible AI,Explainability
lime,LIME,https://homes.cs.washington.edu/~marcotcr/blog/lime/,https://github.com/marcotcr/lime,Trusted & Responsible AI,Explainability
lucid,Lucid,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Trusted & Responsible AI,Explainability
shap,SHAP,https://github.com/slundberg/shap,https://github.com/slundberg/shap,Trusted & Responsible AI,Explainability
skater,Skater,https://oracle.github.io/Skater/overview.html,https://github.com/oracle/Skater,Trusted & Responsible AI,Explainability
treeinterpreter,TreeInterpreter,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,Trusted & Responsible AI,Explainability
advbox,AdvBox,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Trusted & Responsible AI,Adversarial
adversarialrobustnesstoolkit,Adversarial Robustness Toolkit,https://developer.ibm.com/open/projects/adversarial-robustness-toolbox/,https://github.com/Trusted-AI/adversarial-robustness-toolbox,Trusted & Responsible AI,Adversarial
advertorch,Advertorch,https://advertorch.readthedocs.io/en/latest/,https://github.com/BorealisAI/advertorch,Trusted & Responsible AI,Adversarial
cleverhans,CleverHans,http://www.cleverhans.io/,https://github.com/cleverhans-lab/cleverhans,Trusted & Responsible AI,Adversarial
foolbox,Foolbox,https://foolbox.readthedocs.io/en/latest/,https://github.com/bethgelab/foolbox,Trusted & Responsible AI,Adversarial
aequitas,Aequitas,http://www.datasciencepublicpolicy.org/our-work/tools-guides/aequitas,https://github.com/dssg/aequitas,Trusted & Responsible AI,Bias & Fairness
aifairness360toolkit,AI Fairness 360 Toolkit,https://developer.ibm.com/open/projects/ai-fairness-360/,https://github.com/Trusted-AI/AIF360,Trusted & Responsible AI,Bias & Fairness
auditai,Audit AI,https://github.com/pymetrics/audit-ai,https://github.com/pymetrics/audit-ai,Trusted & Responsible AI,Bias & Fairness
deeplift,DeepLIFT,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,Trusted & Responsible AI,Bias & Fairness
fainlearn,Fainlearn,https://fairlearn.org,https://github.com/fairlearn/fairlearn,Trusted & Responsible AI,Bias & Fairness
apachezeppelin,Apache Zeppelin,https://zeppelin.apache.org/,https://github.com/apache/zeppelin,Notebook Environment,Notebook Environment
beakerx,BeakerX,http://beakerx.com/,https://github.com/twosigma/beakerx,Notebook Environment,Notebook Environment
colaboratory,Colaboratory,https://colab.research.google.com/notebooks/welcome.ipynb,https://github.com/googlecolab/colabtools,Notebook Environment,Notebook Environment
elyra,Elyra,https://elyra.readthedocs.io/en/latest,https://github.com/elyra-ai/elyra,Notebook Environment,Notebook Environment
envd,envd,https://envd.tensorchord.ai/,https://github.com/tensorchord/envd,Notebook Environment,Notebook Environment
ipython,IPython,https://ipython.org/,https://github.com/ipython/ipython,Notebook Environment,Notebook Environment
jupyternotebooks,Jupyter Notebooks,https://jupyter.org/,https://github.com/jupyter/notebook,Notebook Environment,Notebook Environment
pixiedust,PixieDust,https://www.ibm.com/cloud,https://github.com/pixiedust/pixiedust,Notebook Environment,Notebook Environment
polynote,Polynote,https://polynote.org,https://github.com/polynote/polynote,Notebook Environment,Notebook Environment
rmarkdown,rmarkdown,https://rmarkdown.rstudio.com,https://github.com/rstudio/rmarkdown,Notebook Environment,Notebook Environment
stencila,Stencila,https://stenci.la,https://github.com/stencila/stencila,Notebook Environment,Notebook Environment
streamlit,Streamlit,https://www.streamlit.io,https://github.com/streamlit/streamlit,Notebook Environment,Notebook Environment
differentialprivacylibrary,Differential Privacy Library,https://github.com/google/differential-privacy,https://github.com/google/differential-privacy,Security & Privacy,Security & Privacy
helib,HE Lib,https://github.com/homenc/HElib,https://github.com/homenc/HElib,Security & Privacy,Security & Privacy
seal,SEAL,https://www.microsoft.com/en-us/research/project/microsoft-seal/,https://github.com/microsoft/SEAL,Security & Privacy,Security & Privacy
tensorflowprivacy,TensorFlow Privacy,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Security & Privacy,Security & Privacy
tfencrypted,TF Encrypted,https://tf-encrypted.io,https://github.com/tf-encrypted/tf-encrypted,Security & Privacy,Security & Privacy
"beijingbaidunetcomsciencetechnologyco.,ltd.","Beijing Baidu Netcom Science Technology Co., Ltd.",https://baidu.com/,,LF AI & Data Member Company,Premier
ericsson,Ericsson,https://ericsson.com/,,LF AI & Data Member Company,Premier
"guangdongoppomobiletelecommunicationscorp.,ltd.","Guangdong OPPO Mobile Telecommunications Corp., Ltd.",https://oppo.com/,,LF AI & Data Member Company,Premier
"huaweitechnologiesco.,ltd","Huawei Technologies Co., Ltd",https://huawei.com/,,LF AI & Data Member Company,Premier
nokiacorporation,Nokia Corporation,https://nokia.com/,,LF AI & Data Member Company,Premier
sasinstituteinc.,SAS Institute Inc.,https://sas.com/,,LF AI & Data Member Company,Premier
"the4thparadigmtechnologyco.,ltd","The 4th Paradigm Technology Co., Ltd",https://4paradigm.com/,,LF AI & Data Member Company,Premier
ztecorporation,ZTE Corporation,https://zte.com.cn/,,LF AI & Data Member Company,Premier
alibabacloud(singapore)privateltd,Alibaba Cloud (Singapore) Private LTD,https://alibaba-inc.com/,,LF AI & Data Member Company,General
astronomer,Astronomer,https://astronomer.io/,,LF AI & Data Member Company,General
basicai,BasicAI,https://basic.ai/,,LF AI & Data Member Company,General
"beijingprimitivetechnologyco.,ltd","Beijing Primitive Technology Co., Ltd",https://primihub.com/,,LF AI & Data Member Company,General
broadcomcorporation,Broadcom Corporation,https://broadcom.com/,,LF AI & Data Member Company,General
"cloudera,inc.","Cloudera, Inc.",https://cloudera.com/,,LF AI & Data Member Company,General
csdn(beijing)networktechnologyco.ltd,CSDN (Beijing) Network Technology Co. Ltd,https://csdn.net/,,LF AI & Data Member Company,General
databricksinc.,Databricks Inc.,https://databricks.com/,,LF AI & Data Member Company,General
dmetasoul,DMetaSoul,https://dmetasoul.com/,,LF AI & Data Member Company,General
fujitsulimited,Fujitsu Limited,https://fujitsu.com/,,LF AI & Data Member Company,General
"furiosaai,inc.","FuriosaAI, Inc.",https://furiosa.ai/,,LF AI & Data Member Company,General
gravititechnologiesinc,GRAVITI TECHNOLOGIES INC,https://graviti.com/,,LF AI & Data Member Company,General
inggroup,ING Group,https://ing.com/,,LF AI & Data Member Company,General
internationalbusinessmachinescorporation,International Business Machines Corporation,https://ibm.com/,,LF AI & Data Member Company,General
jinaailimited,Jina AI Limited,https://jina.ai/,,LF AI & Data Member Company,General
"preciselyholdings,llc","Precisely Holdings, LLC",https://precisely.com/,,LF AI & Data Member Company,General
"redhat,inc.","Red Hat, Inc.",https://redhat.com/,,LF AI & Data Member Company,General
rstudiopbc,RStudio PBC,https://rstudio.com/,,LF AI & Data Member Company,General
union.ai,Union.ai,https://union.ai/,,LF AI & Data Member Company,General
"vmware,inc.","VMware, Inc.",https://vmware.com/,,LF AI & Data Member Company,General
zilliz,Zilliz,https://zilliz.com/,,LF AI & Data Member Company,General
aiforpeople,AI for People,https://aiforpeople.org/,,LF AI & Data Member Company,Associate
"aivancityschoolfortechnology,business&societyparis-cachan","Aivancity School for Technology, Business & Society Paris-Cachan",https://aivancity.ai/,,LF AI & Data Member Company,Associate
ambianic.ai,Ambianic.ai,https://ambianic.ai/,,LF AI & Data Member Company,Associate
baai,baai,https://baai.ac.cn/,,LF AI & Data Member Company,Associate
banquedefrance,Banque de France,https://banque-france.fr/,,LF AI & Data Member Company,Associate
chaitanyabharathiinstituteoftechnology,Chaitanya Bharathi Institute Of Technology,https://cbit.ac.in/,,LF AI & Data Member Company,Associate
ersiliaopensourceinitiative,Ersilia Open Source Initiative,https://ersilia.io/,,LF AI & Data Member Company,Associate
ewhainstituteforbiomedicallaw&ethics,Ewha Institute for Biomedical Law & Ethics,https://my.ewha.ac.kr/,,LF AI & Data Member Company,Associate
galgotiasuniversity,Galgotias University,https://galgotiasuniversity.edu.in/,,LF AI & Data Member Company,Associate
highschooltechnologyservices,High School Technology Services,https://myhsts.org/,,LF AI & Data Member Company,Associate
issip,ISSIP,https://issip.org/,,LF AI & Data Member Company,Associate
kenkennedyinstitute,Ken Kennedy Institute,https://kenkennedy.rice.edu/,,LF AI & Data Member Company,Associate
montrealaiethicsinstitute,Montreal AI Ethics Institute,https://montrealethics.ai/,,LF AI & Data Member Company,Associate
newyorkuniversity,New York University,https://nyu.edu/,,LF AI & Data Member Company,Associate
nipa,NIPA,https://nipa.kr/,,LF AI & Data Member Company,Associate
openi,OpenI,https://pcl.ac.cn/,,LF AI & Data Member Company,Associate
openuk,OpenUK,https://openuk.uk/,,LF AI & Data Member Company,Associate
pennstategreatvalley-thepennsylvaniastateuniversity,Penn State Great Valley - The Pennsylvania State University,https://greatvalley.psu.edu/,,LF AI & Data Member Company,Associate
pranveersinghinstituteoftechnology,Pranveer Singh Institute Of Technology,https://psit.ac.in/,,LF AI & Data Member Company,Associate
quantuniversity,QuantUniversity,https://quantuniversity.com/,,LF AI & Data Member Company,Associate
sahyadricollegeofengineering&management,Sahyadri College of Engineering & Management,https://sahyadri.edu.in/,,LF AI & Data Member Company,Associate
shanghaiopensourceinformationtechnologyassociation,Shanghai OpenSource Information Technology Association,https://shanghaiopen.org.cn/,,LF AI & Data Member Company,Associate
theinstituteforethicalai&machinelearning,The Institute for Ethical AI & Machine Learning,https://ethical.institute/,,LF AI & Data Member Company,Associate
universitélibredetunis,Université Libre de Tunis,https://ult-tunisie.com/,,LF AI & Data Member Company,Associate
universityofwashington,University of Washington,https://uw.edu/,,LF AI & Data Member Company,Associate
xprize,XPRIZE,https://xprize.org/,,LF AI & Data Member Company,Associate
intel(hosting),Intel(hosting),https://intel.com,,Hosting Companies,Hosting Companies
basicai(hosting),BasicAI(hosting),https://basic.ai/,,Hosting Companies,Hosting Companies
jinaai(hosting),JINA AI(hosting),https://jina.ai/,,Hosting Companies,Hosting Companies
owkin(hosting),Owkin(hosting),https://owkin.com/,,Hosting Companies,Hosting Companies
amazon(hosting),Amazon (hosting),https://amazon.com/,,Hosting Companies,Hosting Companies
at&t(hosting),AT&T (hosting),https://att.com/,,Hosting Companies,Hosting Companies
baai(hosting),BAAI (hosting),https://baai.ac.cn/,,Hosting Companies,Hosting Companies
baidu(hosting),Baidu (hosting),https://www.baidu.com/,,Hosting Companies,Hosting Companies
bloomberg(hosting),Bloomberg (hosting),https://www.bloomberg.com/tosv2.html,,Hosting Companies,Hosting Companies
data.world(hosting),data.world (hosting),https://data.world/,,Hosting Companies,Hosting Companies
datakin(hosting),Datakin (hosting),https://datakin.com/,,Hosting Companies,Hosting Companies
didi(hosting),DiDi (hosting),https://www.didiglobal.com/,,Hosting Companies,Hosting Companies
dreamworks(hosting),Dreamworks (hosting),https://dreamworks.com/,,Hosting Companies,Hosting Companies
gravititechnologiesinc(hosting),GRAVITI TECHNOLOGIES INC (hosting),https://graviti.com/,,Hosting Companies,Hosting Companies
herrontech(hosting),Herron Tech (hosting),https://www.herrontech.com/,,Hosting Companies,Hosting Companies
ibm(hosting),IBM (hosting),https://www.ibm.com/us-en/?ar=1,,Hosting Companies,Hosting Companies
labelialabs(hosting),Labelia Labs (hosting),https://labelia.org/,,Hosting Companies,Hosting Companies
linkedin(hosting),LinkedIn (hosting),https://www.linkedin.com/,,Hosting Companies,Hosting Companies
lyft(hosting),Lyft (hosting),https://www.lyft.com,,Hosting Companies,Hosting Companies
meta(hosting),Meta (hosting),https://m.facebook.com,,Hosting Companies,Hosting Companies
microsoft(hosting),Microsoft (hosting),https://www.microsoft.com/en-us,,Hosting Companies,Hosting Companies
oojek(hosting),oojek (hosting),https://www.gojek.com/en-id,,Hosting Companies,Hosting Companies
quantumblacklabs(hosting),QuantumBlack Labs (hosting),https://www.mckinsey.com/business-functions/quantumblack/labs,,Hosting Companies,Hosting Companies
rstudio(hosting),RStudio (hosting),https://rstudio.com,,Hosting Companies,Hosting Companies
samsung(hosting),Samsung(hosting),https://www.samsung.com/us/smartphones/galaxy-note20-5g,,Hosting Companies,Hosting Companies
techmahindra(hosting),Tech Mahindra (hosting),https://www.techmahindra.com/en-in,,Hosting Companies,Hosting Companies
tencent(hosting),Tencent (hosting),https://www.tencent.com/zh-cn/index.html,,Hosting Companies,Hosting Companies
theinstituteforethicalai&machinelearning(hosting),The Institute for Ethical AI & Machine Learning (hosting),https://ethical.institute/,,Hosting Companies,Hosting Companies
uber(hosting),Uber (hosting),https://www.uber.com/hk/zh-hk,,Hosting Companies,Hosting Companies
wework(hosting),WeWork (hosting),https://wework.com/,,Hosting Companies,Hosting Companies
zilliz(hosting),Zilliz (hosting),https://zilliz.com,,Hosting Companies,Hosting Companies
zte(hosting),ZTE (hosting),https://www.zte.com.cn/global,,Hosting Companies,Hosting Companies
dmetasoul(hosting),DMetaSoul (hosting),https://dmetasoul.com/,,Hosting Companies,Hosting Companies
